country,year,value
Türkiye,2004,3229.5
Türkiye,2005,2791.8
Türkiye,2006,2333.7
Türkiye,2007,-877.5
Türkiye,2008,-4194.5
Türkiye,2009,-2487.9
Türkiye,2010,-4599.4
Türkiye,2011,-6845.2
Türkiye,2012,-2904
Türkiye,2013,-3734.1
Türkiye,2014,-3807.9
Türkiye,2015,-1255.1
Türkiye,2016,-1288.4
Türkiye,2017,-919.5
Türkiye,2018,424.4
United Kingdom,1995,277.1
United Kingdom,1996,724.9
United Kingdom,1997,1077
United Kingdom,1998,-228.2
United Kingdom,1999,2743.6
United Kingdom,2000,5021
United Kingdom,2001,4476
United Kingdom,2002,7856.5
United Kingdom,2003,18931.3
United Kingdom,2004,22365.4
United Kingdom,2005,25639.6
United Kingdom,2006,27040.7
United Kingdom,2007,25032.5
United Kingdom,2008,27180.5
United Kingdom,2009,24835.3
United Kingdom,2010,25561
United Kingdom,2011,33045.7
United Kingdom,2012,30887.9
United Kingdom,2013,29559.6
United Kingdom,2014,27432.2
United Kingdom,2015,31366.3
United Kingdom,2016,30188.2
United Kingdom,2017,26259.6
United Kingdom,2018,24918.7
United States,1995,0
United States,1996,0
United States,1997,0
United States,1998,0
United States,1999,0
United States,2000,0
United States,2001,0
United States,2002,0
United States,2003,0
United States,2004,0
United States,2005,0
United States,2006,0
United States,2007,0
United States,2008,0
United States,2009,0
United States,2010,0
United States,2011,0
United States,2012,0
United States,2013,0
United States,2014,0
United States,2015,0
United States,2016,0
United States,2017,0
United States,2018,0
Argentina,1995,-3714.9
Argentina,1996,-3894.4
Argentina,1997,-5645.4
Argentina,1998,-5977.3
Argentina,1999,-4545.1
Argentina,2000,-4079.7
Argentina,2001,-3337.6
Argentina,2002,-288
Argentina,2003,-938.2
Argentina,2004,-771.4
Argentina,2005,-1421.3
Argentina,2006,-1752.4
Argentina,2007,-2423.5
Argentina,2008,-2683.5
Argentina,2009,-4464.3
Argentina,2010,-5508.1
Argentina,2011,-6548.3
Argentina,2012,-9180.5
Argentina,2013,-8654.8
Argentina,2014,-7529.7
Argentina,2015,-8308.4
Argentina,2016,-8499.2
Argentina,2017,-11526.5
Argentina,2018,-9503.8
Brazil,1995,-6108.6
Brazil,1996,-6345
Brazil,1997,-8320.8
Brazil,1998,-6929.3
Brazil,1999,-2757.7
Brazil,2000,-2589.2
Brazil,2001,-1101.7
Brazil,2002,4574.7
Brazil,2003,6361.2
Brazil,2004,8918.6
Brazil,2005,10186.2
Brazil,2006,10511.8
Brazil,2007,4791.7
Brazil,2008,4873.2
Brazil,2009,-7773.5
Brazil,2010,-12257.7
Brazil,2011,-15470.7
Brazil,2012,-15235
Brazil,2013,-24965.9
Brazil,2014,-23116.2
Brazil,2015,-12492.8
Brazil,2016,-12150
Brazil,2017,-12264.9
Brazil,2018,-15716.3
Brunei Darussalam,1995,-260.6
Brunei Darussalam,1996,-341.1
Brunei Darussalam,1997,-303.2
Brunei Darussalam,1998,-225.5
Brunei Darussalam,1999,76
Brunei Darussalam,2000,-41.6
Brunei Darussalam,2001,-8.2
Brunei Darussalam,2002,-223
Brunei Darussalam,2003,31.1
Brunei Darussalam,2004,-103.5
Brunei Darussalam,2005,189.4
Brunei Darussalam,2006,256.5
Brunei Darussalam,2007,-46
Brunei Darussalam,2008,-344.3
Brunei Darussalam,2009,-365
Brunei Darussalam,2010,-320.9
Brunei Darussalam,2011,-439.7
Brunei Darussalam,2012,-540.9
Brunei Darussalam,2013,-897.3
Brunei Darussalam,2014,-484.3
Brunei Darussalam,2015,-434.5
Brunei Darussalam,2016,-436.9
Brunei Darussalam,2017,-372.3
Brunei Darussalam,2018,-255.5
Bulgaria,1995,-38.5
Bulgaria,1996,-13.6
Bulgaria,1997,37
Bulgaria,1998,77.9
Bulgaria,1999,-15.7
Bulgaria,2000,-31.9
Bulgaria,2001,28.6
Bulgaria,2002,68.8
Bulgaria,2003,5.3
Bulgaria,2004,70.7
Bulgaria,2005,-29.6
Bulgaria,2006,4.4
Bulgaria,2007,187.3
Bulgaria,2008,8.7
Bulgaria,2009,-58.5
Bulgaria,2010,168.5
Bulgaria,2011,423.4
Bulgaria,2012,378.2
Bulgaria,2013,280
Bulgaria,2014,286.9
Bulgaria,2015,378.1
Bulgaria,2016,423.7
Bulgaria,2017,427.8
Bulgaria,2018,762.8
Cambodia,1995,-121.3
Cambodia,1996,-136.1
Cambodia,1997,68.6
Cambodia,1998,152.4
Cambodia,1999,240.6
Cambodia,2000,586.7
Cambodia,2001,868.7
Cambodia,2002,941.9
Cambodia,2003,884.5
Cambodia,2004,997.8
Cambodia,2005,1143.7
Cambodia,2006,1474.9
Cambodia,2007,1739.9
Cambodia,2008,1735.5
Cambodia,2009,1403.2
Cambodia,2010,1298.4
Cambodia,2011,1856.5
Cambodia,2012,2080.5
Cambodia,2013,2020
Cambodia,2014,1926
Cambodia,2015,1926
Cambodia,2016,2035.5
Cambodia,2017,2111.7
Cambodia,2018,2417.1
China,1995,12502.5
China,1996,14945.8
China,1997,24015.4
China,1998,34798.9
China,1999,38617.5
China,2000,43631.1
China,2001,47298.7
China,2002,66163.3
China,2003,86579.4
China,2004,112275.4
China,2005,146453.2
China,2006,177613.7
China,2007,202430.7
China,2008,201373.2
China,2009,156998.4
China,2010,182661.4
China,2011,199206.4
China,2012,229690.1
China,2013,213736.6
China,2014,222845.9
China,2015,225392.1
China,2016,212484.3
China,2017,231671.8
China,2018,259088.5
Costa Rica,1995,-406.5
Costa Rica,1996,-293.2
Costa Rica,1997,-556.9
Costa Rica,1998,-961.2
Costa Rica,1999,-623.8
Costa Rica,2000,-393.7
Costa Rica,2001,-487.5
Costa Rica,2002,-625.7
Costa Rica,2003,-811.5
Costa Rica,2004,-641.6
Costa Rica,2005,-778.2
Costa Rica,2006,-455.5
Costa Rica,2007,-1005.8
Costa Rica,2008,-1832.6
Costa Rica,2009,-713.6
Costa Rica,2010,-1945.3
Costa Rica,2011,-2238.1
Costa Rica,2012,-3155.3
Costa Rica,2013,-2642.5
Costa Rica,2014,-2316.5
Costa Rica,2015,-1317.3
Costa Rica,2016,-623.7
Costa Rica,2017,-807.7
Costa Rica,2018,-757.6
Croatia,1995,-42.2
Croatia,1996,-67.6
Croatia,1997,-133.2
Croatia,1998,-32.5
Croatia,1999,-13.6
Croatia,2000,38.1
Croatia,2001,156.2
Croatia,2002,27.9
Croatia,2003,29.1
Croatia,2004,120.4
Croatia,2005,157.3
Croatia,2006,160.7
Croatia,2007,147.9
Croatia,2008,-256
Croatia,2009,-291.3
Croatia,2010,-19
Croatia,2011,-23.9
Croatia,2012,174.3
Croatia,2013,405.9
Croatia,2014,566.8
Croatia,2015,788.1
Croatia,2016,481.2
Croatia,2017,517.9
Croatia,2018,384.3
Cyprus,1995,-579.7
Cyprus,1996,-670.3
Cyprus,1997,-746.8
Cyprus,1998,-396
Cyprus,1999,-255.3
Cyprus,2000,-288.4
Cyprus,2001,-280
Cyprus,2002,-205.3
Cyprus,2003,-244.7
Cyprus,2004,104.6
Cyprus,2005,128.5
Cyprus,2006,-69.8
Cyprus,2007,49.7
Cyprus,2008,-256.9
Cyprus,2009,-37
Cyprus,2010,-195.8
Cyprus,2011,-1002.4
Cyprus,2012,-141.1
Cyprus,2013,-181
Cyprus,2014,-138.1
Cyprus,2015,-475
Cyprus,2016,-678.1
Cyprus,2017,-311.5
Cyprus,2018,-236.8
India,1995,3103
India,1996,3694.3
India,1997,4192.5
India,1998,4909.2
India,1999,7054.7
India,2000,10320
India,2001,7705.8
India,2002,11184.6
India,2003,12257.1
India,2004,15808.7
India,2005,20947.8
India,2006,26754.9
India,2007,27149.8
India,2008,26215.4
India,2009,25130.5
India,2010,36378.3
India,2011,47663.1
India,2012,49976.8
India,2013,53131.9
India,2014,52813.4
India,2015,52238.7
India,2016,55874.2
India,2017,60103.8
India,2018,57887.2
Indonesia,1995,3569.3
Indonesia,1996,3442.3
Indonesia,1997,3737.5
Indonesia,1998,4058.7
Indonesia,1999,4871.5
Indonesia,2000,6647.9
Indonesia,2001,5490.5
Indonesia,2002,5437.4
Indonesia,2003,5120.9
Indonesia,2004,5853.7
Indonesia,2005,6699.9
Indonesia,2006,7563.5
Indonesia,2007,7290.1
Indonesia,2008,6835.4
Indonesia,2009,5068.4
Indonesia,2010,6207.8
Indonesia,2011,7201.7
Indonesia,2012,4112.1
Indonesia,2013,7413
Indonesia,2014,8119.5
Indonesia,2015,8128.2
Indonesia,2016,9200.2
Indonesia,2017,9917
Indonesia,2018,9356.3
Hong Kong,1995,1267
Hong Kong,1996,2183.8
Hong Kong,1997,2866.9
Hong Kong,1998,2694.2
Hong Kong,1999,3867
Hong Kong,2000,3766.7
Hong Kong,2001,4662
Hong Kong,2002,5131
Hong Kong,2003,5414
Hong Kong,2004,5210.3
Hong Kong,2005,5025.1
Hong Kong,2006,6497.9
Hong Kong,2007,4988.3
Hong Kong,2008,3523.3
Hong Kong,2009,3524.7
Hong Kong,2010,3093.4
Hong Kong,2011,-953.3
Hong Kong,2012,-888.7
Hong Kong,2013,-3629.2
Hong Kong,2014,-2029.6
Hong Kong,2015,-1902.7
Hong Kong,2016,-239.9
Hong Kong,2017,-372.7
Hong Kong,2018,-518.1
Kazakhstan,1995,269
Kazakhstan,1996,88.9
Kazakhstan,1997,-335.9
Kazakhstan,1998,-217.3
Kazakhstan,1999,-224.8
Kazakhstan,2000,42.1
Kazakhstan,2001,-192.7
Kazakhstan,2002,-653.5
Kazakhstan,2003,-309.8
Kazakhstan,2004,-279
Kazakhstan,2005,-194.5
Kazakhstan,2006,-354.4
Kazakhstan,2007,-239.7
Kazakhstan,2008,-454
Kazakhstan,2009,-124.1
Kazakhstan,2010,122.8
Kazakhstan,2011,205
Kazakhstan,2012,-535.5
Kazakhstan,2013,-466.4
Kazakhstan,2014,-792.5
Kazakhstan,2015,-1316.4
Kazakhstan,2016,-1530.3
Kazakhstan,2017,-1364.5
Kazakhstan,2018,-30.4
Lao People’s Democratic Rep.,1995,-13.7
Lao People’s Democratic Rep.,1996,-22.5
Lao People’s Democratic Rep.,1997,-12.1
Lao People’s Democratic Rep.,1998,7.2
Lao People’s Democratic Rep.,1999,1.4
Lao People’s Democratic Rep.,2000,-14.4
Lao People’s Democratic Rep.,2001,-13.5
Lao People’s Democratic Rep.,2002,-13.7
Lao People’s Democratic Rep.,2003,-12.1
Lao People’s Democratic Rep.,2004,-27.8
Lao People’s Democratic Rep.,2005,-29.1
Lao People’s Democratic Rep.,2006,-18.8
Lao People’s Democratic Rep.,2007,-18.1
Lao People’s Democratic Rep.,2008,-73.9
Lao People’s Democratic Rep.,2009,-11.2
Lao People’s Democratic Rep.,2010,88.3
Lao People’s Democratic Rep.,2011,134.1
Lao People’s Democratic Rep.,2012,-39.5
Lao People’s Democratic Rep.,2013,-46.8
Lao People’s Democratic Rep.,2014,5.2
Lao People’s Democratic Rep.,2015,13.7
Lao People’s Democratic Rep.,2016,57
Lao People’s Democratic Rep.,2017,17.9
Lao People’s Democratic Rep.,2018,44
Malaysia,1995,-787.4
Malaysia,1996,971.8
Malaysia,1997,-4
Malaysia,1998,2730.6
Malaysia,1999,3741.8
Malaysia,2000,4087.3
Malaysia,2001,4012.7
Malaysia,2002,4366.6
Malaysia,2003,3943.7
Malaysia,2004,4237.9
Malaysia,2005,8936.6
Malaysia,2006,9459.1
Malaysia,2007,9516.1
Malaysia,2008,4461.6
Malaysia,2009,5479.9
Malaysia,2010,2430.3
Malaysia,2011,-287.2
Malaysia,2012,1581.2
Malaysia,2013,1026.6
Malaysia,2014,2957
Malaysia,2015,5585.7
Malaysia,2016,7911.3
Malaysia,2017,8424.3
Malaysia,2018,9144.2
Malta,1995,-86.2
Malta,1996,-41.6
Malta,1997,-30.1
Malta,1998,-9.6
Malta,1999,69.3
Malta,2000,65.8
Malta,2001,-8.9
Malta,2002,-50.7
Malta,2003,-87.8
Malta,2004,195.5
Malta,2005,198.7
Malta,2006,364.5
Malta,2007,742.1
Malta,2008,893.3
Malta,2009,590.7
Malta,2010,625.7
Malta,2011,1056.1
Malta,2012,836
Malta,2013,753.4
Malta,2014,539.4
Malta,2015,427.8
Malta,2016,765.8
Malta,2017,724.3
Malta,2018,632.8
Morocco,1995,-286.7
Morocco,1996,-283.1
Morocco,1997,-278.8
Morocco,1998,-86.2
Morocco,1999,-99.4
Morocco,2000,48.2
Morocco,2001,368.3
Morocco,2002,64.2
Morocco,2003,74.3
Morocco,2004,118.6
Morocco,2005,163.8
Morocco,2006,-34.3
Morocco,2007,-624.1
Morocco,2008,-650.3
Morocco,2009,-1343.2
Morocco,2010,-1356.2
Morocco,2011,-2463.7
Morocco,2012,-1328.3
Morocco,2013,-1809.2
Morocco,2014,-1986.4
Morocco,2015,-886.1
Morocco,2016,-841.2
Morocco,2017,-801.2
Morocco,2018,-1269.5
Myanmar,1995,-48.8
Myanmar,1996,-73.7
Myanmar,1997,-83.4
Myanmar,1998,-43.7
Myanmar,1999,0.7
Myanmar,2000,118.3
Myanmar,2001,267.3
Myanmar,2002,216.2
Myanmar,2003,101.5
Myanmar,2004,-130.7
Myanmar,2005,-122.7
Myanmar,2006,-201.8
Myanmar,2007,-194.2
Myanmar,2008,-289.9
Myanmar,2009,-269.5
Myanmar,2010,-74.8
Myanmar,2011,243.3
Myanmar,2012,-98.1
Myanmar,2013,-145.3
Myanmar,2014,61.9
Myanmar,2015,313.4
Myanmar,2016,252.2
Myanmar,2017,-7.2
Myanmar,2018,387.4
Peru,1995,-969.5
Peru,1996,-584.2
Peru,1997,-145.7
Peru,1998,-149.8
Peru,1999,183.7
Peru,2000,539.3
Peru,2001,354.2
Peru,2002,728
Peru,2003,1248.4
Peru,2004,2370.1
Peru,2005,3143.6
Peru,2006,3836.4
Peru,2007,2705.2
Peru,2008,-217.5
Peru,2009,-226.2
Peru,2010,-1250.7
Peru,2011,-2572.6
Peru,2012,-4660.5
Peru,2013,-3399.1
Peru,2014,-4762.3
Peru,2015,-4732.3
Peru,2016,-4036.3
Peru,2017,-3274.2
Peru,2018,-4224.7
Philippines,1995,4406.8
Philippines,1996,2205.5
Philippines,1997,3413.8
Philippines,1998,3225.6
Philippines,1999,4585.5
Philippines,2000,4990.6
Philippines,2001,2546.7
Philippines,2002,574.1
Philippines,2003,66.4
Philippines,2004,83
Philippines,2005,-847.9
Philippines,2006,498.4
Philippines,2007,1576.1
Philippines,2008,425.8
Philippines,2009,1077
Philippines,2010,878.3
Philippines,2011,2779
Philippines,2012,1933.8
Philippines,2013,613.2
Philippines,2014,2418.7
Philippines,2015,389
Philippines,2016,1511.4
Philippines,2017,3422.9
Philippines,2018,3749.9
Romania,1995,-45.6
Romania,1996,-28.9
Romania,1997,169.6
Romania,1998,-0.5
Romania,1999,253.9
Romania,2000,41.8
Romania,2001,-26.5
Romania,2002,114.7
Romania,2003,184.6
Romania,2004,-38.2
Romania,2005,43.4
Romania,2006,-22.4
Romania,2007,345
Romania,2008,365.7
Romania,2009,187.4
Romania,2010,114.7
Romania,2011,143.6
Romania,2012,87.3
Romania,2013,270
Romania,2014,758.4
Romania,2015,1060.2
Romania,2016,1077.6
Romania,2017,855.8
Romania,2018,1177.3
Russian Federation,1995,-693
Russian Federation,1996,176.8
Russian Federation,1997,157.3
Russian Federation,1998,2053.3
Russian Federation,1999,4229.1
Russian Federation,2000,4465.7
Russian Federation,2001,1918.9
Russian Federation,2002,3059.7
Russian Federation,2003,4963.7
Russian Federation,2004,8820.7
Russian Federation,2005,13167.6
Russian Federation,2006,19242.7
Russian Federation,2007,12488.1
Russian Federation,2008,20383
Russian Federation,2009,9156.1
Russian Federation,2010,13991.6
Russian Federation,2011,24973.8
Russian Federation,2012,10504.8
Russian Federation,2013,12005.2
Russian Federation,2014,4717.1
Russian Federation,2015,2798.7
Russian Federation,2016,-855.3
Russian Federation,2017,-1611.5
Russian Federation,2018,4121.7
Saudi Arabia,1995,1682.8
Saudi Arabia,1996,1033
Saudi Arabia,1997,5400.7
Saudi Arabia,1998,-737.2
Saudi Arabia,1999,2639.9
Saudi Arabia,2000,8322.4
Saudi Arabia,2001,8127.1
Saudi Arabia,2002,9824.2
Saudi Arabia,2003,10657.5
Saudi Arabia,2004,18416.9
Saudi Arabia,2005,16234.2
Saudi Arabia,2006,22833.8
Saudi Arabia,2007,26351.4
Saudi Arabia,2008,41135.2
Saudi Arabia,2009,6700.7
Saudi Arabia,2010,12747.3
Saudi Arabia,2011,27111.5
Saudi Arabia,2012,36524.9
Saudi Arabia,2013,23687.5
Saudi Arabia,2014,19729.9
Saudi Arabia,2015,-7625.2
Saudi Arabia,2016,-4391.1
Saudi Arabia,2017,463.1
Saudi Arabia,2018,12685.6
Singapore,1995,4825.8
Singapore,1996,4494
Singapore,1997,3672.9
Singapore,1998,3656.6
Singapore,1999,4053
Singapore,2000,4039.1
Singapore,2001,296.1
Singapore,2002,2728.9
Singapore,2003,2053.7
Singapore,2004,2413
Singapore,2005,2052.4
Singapore,2006,3515.2
Singapore,2007,6424
Singapore,2008,370.6
Singapore,2009,1456.9
Singapore,2010,-1578
Singapore,2011,-3698.9
Singapore,2012,-4580.7
Singapore,2013,-9003
Singapore,2014,-10391.4
Singapore,2015,-8000.1
Singapore,2016,-4312.2
Singapore,2017,-9604.7
Singapore,2018,-8184.9
South Africa,1995,-1111.8
South Africa,1996,-713.3
South Africa,1997,-953.6
South Africa,1998,-270.3
South Africa,1999,-585.6
South Africa,2000,-585.6
South Africa,2001,-326.4
South Africa,2002,-614.2
South Africa,2003,-225.2
South Africa,2004,485.1
South Africa,2005,-598.1
South Africa,2006,-196.5
South Africa,2007,-249.4
South Africa,2008,-487.5
South Africa,2009,-959.2
South Africa,2010,-988.6
South Africa,2011,-1300.7
South Africa,2012,-1942.6
South Africa,2013,-1476.7
South Africa,2014,-1786.3
South Africa,2015,-1936.8
South Africa,2016,-1014.7
South Africa,2017,-202
South Africa,2018,-1013.5
Chinese Taipei,1995,5716
Chinese Taipei,1996,6940.6
Chinese Taipei,1997,8301
Chinese Taipei,1998,11279.3
Chinese Taipei,1999,13774.3
Chinese Taipei,2000,12229.8
Chinese Taipei,2001,10588.7
Chinese Taipei,2002,8215
Chinese Taipei,2003,8096.9
Chinese Taipei,2004,5391.1
Chinese Taipei,2005,8234.1
Chinese Taipei,2006,10591.9
Chinese Taipei,2007,6245.3
Chinese Taipei,2008,-2192.3
Chinese Taipei,2009,6344.2
Chinese Taipei,2010,5865.5
Chinese Taipei,2011,6994.2
Chinese Taipei,2012,4700.3
Chinese Taipei,2013,286.8
Chinese Taipei,2014,471.3
Chinese Taipei,2015,4948.6
Chinese Taipei,2016,4743.1
Chinese Taipei,2017,6055.4
Chinese Taipei,2018,1322.5
Thailand,1995,6723.7
Thailand,1996,3185.8
Thailand,1997,5571
Thailand,1998,8481.6
Thailand,1999,10222.2
Thailand,2000,9994.8
Thailand,2001,9170.3
Thailand,2002,10566.5
Thailand,2003,9756.3
Thailand,2004,11931
Thailand,2005,14127.3
Thailand,2006,17380.8
Thailand,2007,15933.9
Thailand,2008,12568.7
Thailand,2009,12617.4
Thailand,2010,12639.8
Thailand,2011,10185.6
Thailand,2012,13400.8
Thailand,2013,11242.9
Thailand,2014,10646
Thailand,2015,12181.1
Thailand,2016,17153.1
Thailand,2017,17614.7
Thailand,2018,16738.4
Tunisia,1995,-216.5
Tunisia,1996,-100.7
Tunisia,1997,-140
Tunisia,1998,-129.8
Tunisia,1999,-219.8
Tunisia,2000,-178.4
Tunisia,2001,-177.8
Tunisia,2002,-114.1
Tunisia,2003,-44.2
Tunisia,2004,9
Tunisia,2005,18.3
Tunisia,2006,244.6
Tunisia,2007,-96.1
Tunisia,2008,-11.2
Tunisia,2009,-350.9
Tunisia,2010,-333
Tunisia,2011,-299.3
Tunisia,2012,126.5
Tunisia,2013,-45.8
Tunisia,2014,-70.5
Tunisia,2015,-80.7
Tunisia,2016,-281
Tunisia,2017,-119.7
Tunisia,2018,-36.9
Vietnam,1995,-578.1
Vietnam,1996,-756
Vietnam,1997,-646.2
Vietnam,1998,-575.7
Vietnam,1999,-445.3
Vietnam,2000,810.2
Vietnam,2001,1157.6
Vietnam,2002,2520.7
Vietnam,2003,3332.1
Vietnam,2004,3862.3
Vietnam,2005,5150.7
Vietnam,2006,6934.6
Vietnam,2007,7246.6
Vietnam,2008,9930.2
Vietnam,2009,9338.1
Vietnam,2010,11961.1
Vietnam,2011,13663.2
Vietnam,2012,15581.7
Vietnam,2013,18355.1
Vietnam,2014,21511.4
Vietnam,2015,24509.2
Vietnam,2016,27599.5
Vietnam,2017,34392.1
Vietnam,2018,31574.3
